instance_id,n_nodes,optimal_tour_length,hybrid_tour_length,lk_tour_length,nn_tour_length,hybrid_gap_percent,hybrid_runtime_ms,lk_runtime_ms,coordinates
WH_0794,51,49.01,51.08,50.04,58.17,4.23,66.3,276.2,"[(43.9,26.5),(18.8,32.6),(6.6,12.6),(62.4,47.7),(93.5,16.7)...]"
WH_0795,76,49.22,51.75,50.25,58.42,5.14,63.5,236.9,"[(70.1,30.7),(22.8,1.4),(89.1,34.5),(6.1,4.5),(39.9,6.4)...]"
WH_0796,63,46.58,48.76,47.55,55.29,4.68,55.0,230.8,"[(49.5,25.2),(76.0,6.6),(19.9,8.5),(91.0,16.2),(86.6,4.0)...]"
WH_0797,72,51.7,54.8,52.78,61.36,5.99,60.2,272.5,"[(35.0,36.2),(50.6,36.7),(20.6,47.1),(17.8,48.9),(31.7,47.2)...]"
WH_0798,64,56.08,57.69,57.26,66.57,2.86,64.8,321.7,"[(66.4,8.9),(8.3,38.1),(85.8,41.7),(45.4,11.2),(61.6,3.9)...]"
WH_0799,64,56.05,58.09,57.23,66.53,3.63,48.4,293.1,"[(36.0,2.5),(54.4,7.7),(81.5,5.7),(48.9,27.4),(73.7,6.0)...]"
WH_0800,75,56.64,60.08,57.83,67.23,6.08,66.4,297.6,"[(44.1,42.1),(30.2,7.1),(58.9,18.4),(74.3,24.6),(49.3,7.6)...]"
WH_0801,57,40.34,42.16,41.19,47.88,4.52,57.5,318.7,"[(92.3,31.4),(87.7,19.0),(77.0,0.5),(46.2,48.4),(61.3,35.9)...]"
WH_0802,65,55.13,57.08,56.28,65.44,3.54,49.1,273.0,"[(54.1,40.6),(77.9,41.4),(15.0,27.5),(35.0,21.2),(51.7,9.3)...]"
WH_0803,58,44.93,47.2,45.88,53.33,5.05,56.3,261.2,"[(72.7,21.3),(70.4,10.2),(23.9,38.8),(66.0,45.7),(96.7,12.9)...]"
WH_0804,58,46.16,48.89,47.13,54.79,5.91,67.5,233.4,"[(14.9,41.6),(18.7,29.5),(77.9,49.2),(24.4,12.4),(22.0,38.3)...]"
WH_0805,60,50.65,53.57,51.71,60.12,5.78,61.9,300.1,"[(21.6,18.8),(59.7,45.4),(67.8,41.6),(25.2,44.8),(94.0,21.5)...]"
WH_0806,66,56.76,57.9,57.95,67.38,2.0,55.9,220.0,"[(92.4,14.7),(64.9,44.8),(33.3,33.3),(9.5,23.4),(48.7,35.2)...]"
WH_0807,58,48.84,50.87,49.87,57.98,4.16,58.4,284.1,"[(30.4,34.1),(99.6,43.9),(73.6,9.3),(50.4,32.3),(12.7,43.2)...]"
WH_0808,79,48.88,51.17,49.9,58.02,4.7,65.7,223.6,"[(4.1,33.0),(48.6,7.5),(51.1,40.0),(13.4,48.0),(14.4,48.6)...]"
WH_0809,53,41.1,41.93,41.97,48.79,2.0,58.1,221.6,"[(61.8,15.2),(42.0,20.4),(43.4,17.1),(80.4,0.9),(4.7,14.4)...]"
WH_0810,61,55.42,57.73,56.58,65.78,4.17,54.0,279.7,"[(27.7,29.8),(94.8,20.5),(87.9,29.8),(2.9,43.8),(80.4,7.7)...]"
WH_0811,58,41.94,42.83,42.82,49.78,2.13,55.3,238.4,"[(77.0,24.2),(65.7,26.0),(16.7,13.2),(51.9,46.6),(7.6,45.1)...]"
WH_0812,81,51.73,54.0,52.82,61.41,4.37,56.9,314.3,"[(78.5,37.4),(51.3,20.2),(11.1,24.7),(52.1,23.2),(32.9,0.7)...]"
WH_0813,66,50.94,55.13,52.01,60.46,8.22,58.6,323.7,"[(64.2,5.3),(15.3,25.5),(60.1,40.2),(50.9,33.1),(65.4,19.7)...]"
WH_0814,76,56.51,59.0,57.7,67.08,4.4,47.7,302.2,"[(8.3,0.2),(5.4,21.6),(26.7,13.1),(47.4,39.9),(75.1,46.2)...]"
WH_0815,46,42.85,43.94,43.75,50.86,2.54,67.7,340.0,"[(19.3,24.0),(53.5,22.1),(58.8,34.2),(43.6,10.1),(41.8,36.1)...]"
WH_0816,67,51.41,54.73,52.49,61.02,6.46,66.1,345.0,"[(10.8,29.4),(45.2,14.6),(66.6,15.9),(88.4,29.4),(53.7,26.4)...]"
WH_0817,74,47.77,49.09,48.77,56.7,2.78,56.5,238.4,"[(46.5,35.6),(46.5,2.5),(24.9,4.8),(12.3,8.3),(73.5,34.4)...]"
WH_0818,64,56.17,60.23,57.35,66.68,7.22,53.8,322.5,"[(23.1,33.8),(62.2,20.0),(61.4,47.4),(45.8,12.6),(63.1,12.6)...]"
WH_0819,76,53.07,55.91,54.19,63.0,5.34,66.0,330.5,"[(83.3,35.3),(35.9,35.6),(21.3,33.6),(7.4,31.6),(91.1,37.8)...]"
WH_0820,57,46.78,48.26,47.76,55.52,3.16,51.2,311.6,"[(7.3,5.2),(56.5,27.3),(98.7,46.0),(75.5,39.5),(59.0,28.7)...]"
WH_0821,80,55.53,58.47,56.7,65.92,5.3,65.6,238.1,"[(65.0,19.4),(10.9,46.1),(89.8,31.3),(98.8,40.3),(14.2,14.1)...]"
WH_0822,87,64.76,67.4,66.12,76.87,4.06,46.0,220.7,"[(63.8,40.2),(37.3,27.3),(56.5,46.0),(67.5,28.9),(10.1,40.0)...]"
WH_0823,59,42.66,44.35,43.55,50.63,3.97,50.7,327.7,"[(77.3,7.7),(11.2,33.6),(20.1,38.7),(94.6,16.7),(36.1,25.6)...]"
WH_0824,58,47.69,50.88,48.69,56.6,6.7,50.3,308.4,"[(2.6,47.1),(19.9,31.8),(49.1,27.0),(88.9,2.4),(43.3,14.1)...]"
WH_0825,81,60.05,61.71,61.31,71.28,2.77,62.9,339.4,"[(98.2,16.0),(8.4,47.0),(43.4,33.7),(51.3,47.5),(66.1,22.8)...]"
WH_0826,82,56.23,60.44,57.41,66.74,7.5,70.8,248.3,"[(5.5,44.2),(7.3,5.7),(85.3,5.0),(60.2,42.8),(2.7,8.0)...]"
WH_0827,57,52.38,55.23,53.48,62.17,5.45,57.0,343.5,"[(85.9,49.4),(72.7,37.6),(20.1,13.4),(18.5,16.1),(57.8,15.4)...]"
WH_0828,58,54.26,55.34,55.4,64.41,2.0,60.6,245.2,"[(19.0,39.1),(62.7,2.3),(82.9,24.6),(42.9,41.2),(33.5,30.1)...]"
WH_0829,60,46.26,49.51,47.23,54.91,7.02,70.5,319.9,"[(76.6,3.4),(5.4,9.4),(16.5,38.7),(39.7,9.6),(56.3,33.6)...]"
WH_0830,47,42.92,44.95,43.82,50.95,4.73,69.0,244.7,"[(76.8,35.3),(74.5,13.7),(62.6,30.5),(19.6,48.3),(58.8,43.7)...]"
WH_0831,52,46.55,47.93,47.53,55.25,2.97,65.0,269.6,"[(74.9,46.5),(7.9,47.8),(6.8,15.3),(19.2,11.0),(73.7,2.8)...]"
WH_0832,51,46.22,48.06,47.19,54.87,3.98,65.9,249.9,"[(46.9,18.9),(3.9,22.0),(56.4,47.3),(51.4,44.4),(74.8,14.2)...]"
WH_0833,54,50.46,52.05,51.52,59.9,3.14,57.7,340.3,"[(13.5,39.8),(57.6,43.9),(74.6,42.1),(42.2,8.8),(19.4,4.6)...]"
WH_0834,63,54.21,57.3,55.35,64.34,5.7,52.5,311.5,"[(23.1,14.9),(82.5,44.6),(56.4,42.1),(35.7,44.1),(97.2,19.6)...]"
WH_0835,66,57.49,61.0,58.7,68.24,6.11,48.9,308.8,"[(81.0,49.7),(51.6,38.7),(50.1,14.9),(44.1,9.9),(20.8,1.8)...]"
WH_0836,82,58.8,64.09,60.04,69.8,9.0,70.9,334.6,"[(74.4,45.9),(69.0,39.9),(8.0,12.7),(78.6,19.3),(22.8,16.6)...]"
WH_0837,52,43.4,47.21,44.31,51.51,8.79,59.8,241.8,"[(83.9,46.7),(54.7,32.6),(18.7,37.9),(1.8,2.0),(35.2,39.8)...]"
WH_0838,75,53.84,54.91,54.97,63.91,2.0,70.5,221.4,"[(27.9,37.8),(74.2,47.3),(21.4,27.2),(69.3,13.2),(75.7,6.6)...]"
WH_0839,61,53.05,57.82,54.16,62.97,9.0,68.0,237.2,"[(69.8,28.2),(98.3,4.8),(59.1,48.6),(59.3,3.2),(79.4,45.5)...]"
WH_0840,63,52.39,56.01,53.49,62.19,6.91,59.2,339.3,"[(20.6,18.6),(42.1,30.7),(35.4,41.5),(95.0,26.9),(31.8,22.0)...]"
WH_0841,72,54.75,57.78,55.9,64.99,5.53,48.8,237.1,"[(24.9,17.6),(51.2,8.0),(0.6,18.1),(72.7,31.6),(57.8,15.7)...]"
WH_0842,50,50.66,53.69,51.73,60.14,5.98,64.6,239.0,"[(10.2,21.5),(91.9,39.6),(61.0,9.0),(1.7,40.4),(83.9,23.8)...]"
WH_0843,68,52.45,54.09,53.56,62.26,3.11,65.9,298.9,"[(27.0,6.0),(47.6,35.5),(88.5,26.4),(71.1,44.8),(69.5,33.8)...]"
WH_0844,65,55.57,58.81,56.74,65.96,5.83,45.4,291.2,"[(19.9,26.0),(27.3,48.8),(91.6,24.1),(19.5,19.3),(43.6,25.9)...]"
WH_0845,69,59.61,62.85,60.86,70.75,5.45,54.4,328.5,"[(58.1,26.6),(31.8,31.6),(80.3,36.7),(91.0,45.3),(76.4,39.7)...]"
WH_0846,67,53.24,55.6,54.36,63.2,4.43,53.0,301.5,"[(4.2,10.7),(95.9,29.7),(85.4,46.0),(47.6,2.8),(15.3,44.2)...]"
